rank,player,team,position,total_tackles,tackles_won,tackle_win_rate_pct,tackle_score
1127,Rasmus Nicolaisen,Toulouse,DF,6,3,60.0,7.851188683116074
1128,Cedric Zesiger,Augsburg,DF,13,7,61.5,7.850256183911405
1129,Victor Bernth Kristiansen,Leicester City,DF,87,51,53.8,7.846116626315238
1130,Tanner Tessmann,Lyon,MF,25,15,48.0,7.843062581405618
1131,Jeremy Doku,Manchester City,"FW,MF",31,22,53.3,7.838633994014582
1132,Joris Chotard,Montpellier,MF,39,27,43.5,7.838606353787745
1133,Matz Sels,Nott'ham Forest,GK,1,1,100.0,7.837070544232546
1134,Selim Amallah,Valladolid,MF,30,18,55.6,7.835758541623184
1135,Mërgim Vojvoda,Torino,DF,18,10,50.0,7.834636111305423
1136,Álex Muñoz,Las Palmas,DF,39,29,55.3,7.834313153045664
1137,Alessandro Vogliacco,Parma,DF,5,2,60.0,7.833068631738871
1138,Marcão,Sevilla,DF,10,7,60.0,7.8284475278427665
1139,Joseph Aidoo,Valladolid,DF,5,5,66.7,7.8280969622434915
1140,Ruben Loftus-Cheek,Milan,MF,19,8,50.0,7.82690435035263
1141,Sergi Gómez,Espanyol,DF,8,5,66.7,7.826214027194473
1142,Emmanuel Biumla,Angers,DF,19,12,66.7,7.824782663001067
1143,Gaby Jean,Lecce,DF,14,7,54.5,7.8227057031832885
1144,Kosta Nedeljković,Aston Villa,DF,7,5,66.7,7.821898834658514
1145,Juan David Cabal,Juventus,DF,10,4,66.7,7.821721339512728
1146,Jonas Föhrenbach,Heidenheim,DF,45,24,62.9,7.821498814364981
1147,Jordan Zemura,Udinese,DF,31,14,58.6,7.820972270535191
1148,Bilal Nadir,Marseille,MF,10,3,66.7,7.820467470465109
1149,Jarrod Bowen,West Ham,"FW,MF",41,26,47.5,7.81975132634716
1150,Oihan Sancet,Athletic Club,MF,13,8,35.7,7.8169180806668
1151,Ramón Martínez,Sevilla,DF,6,3,60.0,7.815003076310146
1152,Matthias Braunöder,Como,MF,10,4,63.6,7.814862997568536
1153,Yunis Abdelhamid,Saint-Étienne,DF,17,11,62.5,7.814264505061354
1154,Lamare Bogarde,Aston Villa,"DF,MF",14,6,62.5,7.81372712748572
1155,Bukayo Saka,Arsenal,"FW,MF",29,15,54.2,7.813437109725442
1156,Emanuele Valeri,Parma,DF,51,31,49.2,7.813417492402439
1157,Joakim Mæhle,Wolfsburg,DF,34,15,37.8,7.812092334820383
1158,Lucas Martínez Quarta,Fiorentina,DF,12,7,61.5,7.809183090660141
1159,Jean-Eudes Aholou,Angers,MF,56,36,45.8,7.799362385770641
1160,Fernando Calero,Espanyol,"DF,MF",18,10,66.7,7.794258521650721
1161,Ange-Yoan Bonny,Parma,FW,34,16,57.1,7.794094876242424
1162,Alex Král,Espanyol,MF,55,37,53.3,7.791542221785735
1163,Mouctar Diakhaby,Valencia,DF,8,3,66.7,7.7897376364052215
1164,Ethan Pinnock,Brentford,DF,35,19,54.2,7.7897098668880425
1165,Chadi Riad,Crystal Palace,DF,5,2,66.7,7.788060394065743
1166,Yerson Mosquera,Wolves,DF,11,7,64.3,7.788060394065743
1167,Mahmoud Dahoud,Eint Frankfurt,MF,9,4,66.7,7.785422443869263
1168,Kacper Urbanski,Bologna,MF,5,2,66.7,7.785422443869263
1169,Mads Roerslev,Wolfsburg,DF,10,9,66.7,7.783539508820244
1170,Fabio Chiarodia,Gladbach,DF,10,4,66.7,7.783539508820244
1171,Kamory Doumbia,Brest,"MF,FW",41,29,45.2,7.783475339993538
1172,Paulo Dybala,Roma,"FW,MF",17,7,42.1,7.782203438520673
1173,Kieran Tierney,Arsenal,"DF,FW",7,5,66.7,7.781450488787764
1174,Nicola Zalewski,Inter,"DF,MF",7,4,66.7,7.780705441851005
1175,Nicolai Remberg,Holstein Kiel,MF,45,25,46.3,7.775759782200306
1176,Kiernan Dewsbury-Hall,Chelsea,"MF,FW",8,5,66.7,7.774625508111992
1177,Daichi Kamada,Crystal Palace,MF,47,29,34.1,7.7710564279284675
1178,Stefan Bell,Mainz 05,DF,22,12,64.3,7.7707110003696185
1179,Wilfred Ndidi,Leicester City,MF,85,51,49.2,7.769804469896075
1180,Junya Ito,Reims,"FW,MF",45,30,28.3,7.768570546641806
1181,Alexis Claude-Maurice,Augsburg,"MF,FW",41,26,50.0,7.768554336323754
1182,András Schäfer,Union Berlin,MF,52,26,61.0,7.766311318692787
1183,Pablo Marín,Real Sociedad,MF,25,17,52.6,7.763602564859109
1184,Hugo Álvarez,Celta Vigo,"MF,DF",26,9,52.6,7.76186752460302
1185,Ibrahim Alani,Valladolid,MF,12,7,66.7,7.7513936639716485
1186,Antoine Hainaut,Parma,"DF,FW",26,14,69.2,7.7512168179212395
1187,Victor Nelsson,Roma,DF,5,4,60.0,7.750282611026872
1188,David Odogu,Wolfsburg,DF,6,4,60.0,7.750282611026872
1189,Brais Méndez,Real Sociedad,MF,24,13,37.5,7.748420922753702
1190,Jeremie Frimpong,Leverkusen,"DF,MF",33,25,55.2,7.7481922188900265
1191,Rafael Leão,Milan,FW,16,10,37.9,7.747262532644271
1192,Unai Núñez,Athletic Club,DF,10,5,57.1,7.744552285736728
1193,Rodrygo,Real Madrid,"FW,MF",21,14,30.4,7.735777840221654
1194,Conor Gallagher,Atlético Madrid,MF,45,32,44.9,7.73555247738118
1195,Luca Caldirola,Monza,DF,11,7,57.1,7.733132888003988
1196,Guimissongui Ouattara,Strasbourg,"DF,FW",6,4,60.0,7.7293437324367975
1197,Harry Wilson,Fulham,"FW,MF",20,14,66.7,7.729209396653326
1198,Edimilson Fernandes,Brest,"MF,DF",9,7,53.8,7.7274366445287
1199,Elvis Rexhbeçaj,Augsburg,MF,27,19,42.9,7.724486770181393
1200,Juan Herzog,Las Palmas,DF,12,12,56.3,7.723721701803831
1201,Leif Davis,Ipswich Town,DF,46,27,62.5,7.7224436755196635
1202,Mitchel Bakker,Lille,"FW,DF",23,13,52.6,7.722212915396134
1203,Mory Gbane,Reims,"DF,MF",20,11,54.2,7.7204372066014715
1204,Luck Zogbé,Brest,DF,32,18,69.2,7.720357678750205
1205,Mohammed Kudus,West Ham,"FW,MF",38,23,37.0,7.720354076899259
1206,Omar Mascarell,Mallorca,MF,27,13,40.0,7.7201891222555865
1207,Oscar Højlund,Eint Frankfurt,MF,21,12,50.0,7.718659603952501
1208,Younes Lachaab,Lille,"MF,FW",1,1,100.0,7.715475758240917
1209,Luka Sučić,Real Sociedad,MF,25,18,38.5,7.711114329131373
1210,Santiago Mouriño,Alavés,DF,43,28,55.3,7.709027106050247
1211,Massadio Haïdara,Brest,DF,27,16,44.8,7.70824322041296
1212,Falaye Sacko,Montpellier,DF,14,8,47.4,7.706119985431094
1213,Dani Rodríguez,Mallorca,"MF,FW",49,29,51.9,7.705194104552026
1214,Neil El Aynaoui,Lens,MF,39,21,35.3,7.7037542245416315
1215,Arnaud Kalimuendo,Rennes,"FW,MF",19,12,46.7,7.703356653539811
1216,Juanmi,Betis,"FW,MF",7,4,66.7,7.701517328286374
1217,Birama Touré,Montpellier,"MF,DF",8,5,66.7,7.701517328286374
1218,Lautaro Martínez,Inter,FW,30,16,52.0,7.701221917424002
1219,Miguel Almirón,Newcastle Utd,FW,3,2,66.7,7.697136048695564
1220,Manuel Ugarte Ribeiro,Manchester Utd,MF,77,49,44.1,7.696305165058475
1221,Kaoru Mitoma,Brighton,"FW,MF",45,27,38.8,7.695771828278025
1222,Thiago Almada,Lyon,"MF,FW",14,8,33.3,7.695399242095061
1223,Zain Silcott-Duberry,Bournemouth,FW,1,1,100.0,7.693283068846978
1224,Mahamadou Diawara,Le Havre,MF,20,12,61.5,7.69301612643719
1225,Pablo Sarabia,Wolves,"MF,FW",16,8,62.5,7.691427441872866
1226,Amine Gouiri,Marseille,"FW,MF",5,5,66.7,7.688543030002559
1227,Kamaldeen Sulemana,Southampton,"FW,MF",22,17,66.7,7.688439468752755
1228,Ali Abdi,Nice,"DF,MF",43,25,65.1,7.688201502258052
1229,Stefan Posch,Bologna,DF,26,15,60.0,7.688063589057675
1230,Lesley Ugochukwu,Southampton,MF,50,24,50.0,7.684029766971372
1231,Romain Del Castillo,Brest,FW,31,22,59.4,7.683899951671534
1232,Taiwo Awoniyi,Nott'ham Forest,FW,6,3,80.0,7.67814394905898
1233,Kristoffer Ajer,Brentford,DF,26,18,51.9,7.6780837181060395
1234,Danilo,Juventus,DF,10,4,50.0,7.6732103552506725
1235,Michael Kayode,Brentford,DF,17,11,69.2,7.672436163258052
1236,Samuel Lino,Atlético Madrid,"MF,DF",33,17,42.3,7.669903250411855
1237,Davide Calabria,Milan,DF,10,7,57.1,7.667431617672153
1238,Iñaki Williams,Athletic Club,FW,17,10,52.2,7.661013290295664
1239,Iglesias,Getafe,DF,81,47,51.1,7.660373737742868
1240,Thierry Correia,Valencia,DF,27,18,56.5,7.656749652031616
1241,Davide Frattesi,Inter,MF,17,8,55.6,7.656709740475062
1242,Tyrick Mitchell,Crystal Palace,DF,91,55,54.3,7.6538564851592605
1243,Miha Zajc,Toulouse,MF,4,4,60.0,7.6522097485477705
1244,Valentino Lazaro,Torino,"DF,FW",26,12,50.0,7.6503828483860365
1245,Théo Chennahi,Montpellier,DF,6,3,57.1,7.64781053421688
1246,Saidou Sow,Nantes,DF,17,11,60.0,7.645804612622292
1247,Adam Webster,Brighton,DF,10,6,42.9,7.644286297651281
1248,Arthur Chaves,Hoffenheim,DF,51,36,50.0,7.6429793812659685
1249,Abde Ezzalzouli,Betis,"FW,MF",37,25,55.6,7.641541173887475
1250,Stanis Idumbo,Sevilla,"FW,MF",9,5,60.0,7.637711564260505
1251,Mario Martín,Valladolid,MF,62,32,42.9,7.635609821894101
1252,Domagoj Bradarić,Hellas Verona,DF,36,28,62.1,7.635239515993204
1253,Rafael Bauza,Espanyol,MF,5,3,57.1,7.633325507762628
1254,Sergio Carreira,Celta Vigo,"MF,DF",28,16,53.8,7.630981832950775
1255,Kosta Nedeljković,RB Leipzig,DF,11,8,60.0,7.6306207380962645
1256,Christian Günter,Freiburg,DF,23,21,55.2,7.630562836678295
1257,Antonio Candela,Venezia,DF,31,21,69.2,7.6275986156595375
1258,Giuseppe Pezzella,Empoli,"DF,FW",55,31,50.9,7.625658345014411
1259,Issiaga Sylla,Montpellier,DF,25,10,51.7,7.622883637464989
1260,Juma Bah,Valladolid,DF,10,7,60.0,7.621319145889412
1261,Ismail Jakobs,Monaco,DF,5,5,60.0,7.616280994773712
1262,Héctor Bellerín,Betis,DF,13,7,58.8,7.615429029388407
1263,João Félix,Chelsea,"FW,MF",8,3,55.6,7.614892712436922
1264,Felix Agu,Werder Bremen,DF,30,14,52.2,7.61473201312489
1265,Patrick Dorgu,Lecce,"DF,FW",45,27,51.1,7.613880004247803
1266,Karol Linetty,Torino,MF,39,23,48.8,7.613614431853718
1267,Pau Cabanes,Villarreal,"MF,FW",4,4,75.0,7.6132428673915635
1268,Carlos Romero,Espanyol,DF,73,47,54.9,7.613128607199083
1269,Boubakar Kouyaté,Montpellier,DF,22,17,57.9,7.609656798483252
1270,Cody Gakpo,Liverpool,FW,28,16,52.0,7.607597599802859
1271,Christopher Operi,Le Havre,"DF,FW",13,9,58.3,7.602113919269899
1272,Jonathan Burkardt,Mainz 05,FW,15,8,60.0,7.601179719616497
1273,Juan Cuadrado,Atalanta,"DF,MF",19,9,47.8,7.601080367721132
1274,Nick Woltemade,Stuttgart,"FW,MF",10,7,60.0,7.6007491465426265
1275,Odilon Kossounou,Atalanta,DF,16,11,46.2,7.598910970942404
1276,Yanis Zouaoui,Le Havre,"DF,FW",20,10,73.3,7.596771226657094
1277,Thomas Keller,Heidenheim,"DF,MF",6,5,66.7,7.595478712128772
1278,Moise Kean,Fiorentina,FW,7,5,75.0,7.594370652916861
1279,Victor Boniface,Leverkusen,FW,5,4,75.0,7.594321279348022
1280,Tyrique George,Chelsea,FW,2,0,66.7,7.589551602926839
1281,Fabio Miretti,Genoa,"MF,FW",28,15,54.5,7.588860638948445
1282,Faustino Anjorin,Empoli,MF,29,13,50.0,7.586615900047849
1283,Pablo Marí,Fiorentina,DF,14,9,54.5,7.582606701350669
1284,Adam Smith,Bournemouth,DF,24,12,51.9,7.58233439148168
1285,Tammy Abraham,Milan,FW,17,11,75.0,7.581781852840286
1286,Bence Dárdai,Wolfsburg,MF,24,14,53.3,7.57980124383437
1287,Paul Joly,Auxerre,DF,49,32,60.0,7.572266625951467
1288,Adam Hložek,Hoffenheim,"FW,MF",22,10,55.0,7.571961276833303
1289,David Neres,Napoli,FW,21,11,66.7,7.568767940046317
1290,Riccardo Sottil,Fiorentina,"FW,MF",5,4,75.0,7.567129917213378
1291,Guido Rodríguez,West Ham,MF,36,19,51.5,7.565325235740049
1292,Jonathan David,Lille,FW,24,8,42.9,7.565008291160165
1293,Junior Mwanga,Strasbourg,MF,17,9,55.6,7.562987389287169
1294,Morten Thorsby,Genoa,"MF,FW",49,30,58.6,7.558749472598132
1295,Frans Krätzig,Heidenheim,"DF,MF",32,18,57.1,7.557921573273675
1296,Valentin Gendrey,Hoffenheim,DF,30,12,61.1,7.556828600539014
1297,Arne Maier,Augsburg,MF,13,7,53.8,7.551153286823434
1298,Anthony Losilla,Bochum,MF,30,16,51.5,7.546134116433019
1299,Félix Lemaréchal,Strasbourg,"MF,FW",35,24,48.3,7.545738372392321
1300,Iliman Ndiaye,Everton,FW,53,28,44.9,7.536754986369849
1301,Harry Toffolo,Nott'ham Forest,DF,5,3,75.0,7.534408164758112
1302,Jack Hinshelwood,Brighton,"MF,DF",27,19,40.7,7.530943503483277
1303,Jacopo Fazzini,Empoli,MF,32,19,56.5,7.523207742636604
1304,Alex Scott,Bournemouth,MF,27,14,45.2,7.5228916357994455
1305,Moi Gómez,Osasuna,"MF,FW",13,9,50.0,7.520442579713959
1306,Giorgio Scalvini,Atalanta,DF,8,4,55.6,7.519665776073856
1307,Tymoteusz Puchacz,Holstein Kiel,DF,9,4,71.4,7.518152825552451
1308,Romain Perraud,Betis,DF,36,22,45.7,7.51778690571688
1309,Philip Billing,Bournemouth,MF,14,5,75.0,7.51231575399888
1310,Sergio Camello,Rayo Vallecano,FW,9,3,66.7,7.5115058339884335
1311,Tom Rothe,Union Berlin,"DF,MF",45,28,56.9,7.510516865684878
1312,Giacomo Raspadori,Napoli,"FW,MF",18,9,66.7,7.503639132256318
1313,Ben White,Arsenal,DF,20,14,42.1,7.496749541073422
1314,Donny van de Beek,Girona,MF,29,18,50.0,7.496686438571053
1315,Ryan Yates,Nott'ham Forest,MF,42,21,45.9,7.496358608852996
1316,Jens Cajuste,Ipswich Town,MF,44,22,42.9,7.485374287871402
1317,Darko Brašanac,Leganés,MF,26,11,52.9,7.4764689173151275
1318,Josha Vagnoman,Stuttgart,"DF,MF",26,14,50.0,7.472361218771964
1319,Luca Marianucci,Empoli,DF,28,12,57.9,7.471526957485718
1320,Benito Ramírez,Las Palmas,"DF,FW",10,5,56.3,7.469133662591156
1321,Stephan El Shaarawy,Roma,"DF,MF",16,12,50.0,7.464047663979742
1322,Axel Disasi,Chelsea,DF,7,4,54.5,7.461343977765298
1323,Igor,Brighton,DF,5,5,40.0,7.458338839300237
1324,Jacob Murphy,Newcastle Utd,FW,28,19,45.5,7.457548780361549
1325,Mauro Arambarri,Getafe,MF,48,29,45.8,7.454017894322103
1326,Romain Faivre,Brest,"MF,FW",13,10,50.0,7.453670754998171
1327,Felix Passlack,Bochum,"DF,MF",53,23,54.5,7.452943302009066
1328,Jordy Makengo,Freiburg,DF,16,9,62.5,7.452751502875786
1329,Boulaye Dia,Lazio,"MF,FW",22,10,43.8,7.4508513523823625
1330,Philipp Sander,Gladbach,MF,33,17,43.5,7.448345339139674
1331,Oliver Scarles,West Ham,"DF,FW",21,11,63.6,7.447340386665005
1332,Silvi Clúa,Girona,MF,8,7,66.7,7.445711457067303
1333,Issa Kaboré,Werder Bremen,"DF,FW",8,4,66.7,7.445711457067303
1334,Kevin Paredes,Wolfsburg,DF,3,1,66.7,7.44500624873397
1335,Youssef Maleh,Empoli,MF,45,23,50.0,7.443843473525837
1336,Portu,Girona,"FW,MF",13,7,70.0,7.441377263413657
1337,Daniel Jebbison,Bournemouth,FW,5,3,66.7,7.4412979187711334
1338,Mikel Vesga,Athletic Club,MF,22,15,42.9,7.440961797227186
1339,Rafa Marín,Napoli,DF,1,0,50.0,7.438855677430958
1340,Alessio Zerbin,Venezia,DF,51,28,55.8,7.438505667273761
1341,Nicolás Valentini,Hellas Verona,DF,35,23,64.5,7.4377246652651605
1342,Julián Chicco,Leganés,"MF,DF",11,7,62.5,7.436769026086167
1343,Emil Krafth,Newcastle Utd,DF,4,2,66.7,7.435068913932956
1344,Tiago Santos,Lille,DF,12,7,66.7,7.435068913932956
1345,Amadou Haidara,RB Leipzig,MF,30,17,41.4,7.433496292991518
1346,Denzel Dumfries,Inter,"DF,FW",25,15,51.9,7.431947242834591
1347,Jonas Martin,Brest,MF,13,7,54.5,7.428867436099057
1348,Javi Puado,Espanyol,"FW,MF",22,17,40.0,7.428535772395161
1349,Oumar Diakité,Reims,FW,20,13,47.4,7.427648796502516
1350,Mihailo Ristić,Celta Vigo,"DF,MF",7,7,66.7,7.426324375494339
1351,Jordan Pefok,Reims,FW,3,2,66.7,7.426324375494339
1352,Carlos Guirao,Betis,MF,5,3,66.7,7.426324375494339
1353,Fabien Centonze,Nantes,DF,8,4,66.7,7.426324375494339
1354,Mathieu Gorgelin,Le Havre,GK,2,2,66.7,7.426324375494339
1355,James Abankwah,Udinese,"DF,MF",4,2,66.7,7.426324375494339
1356,Oussama Targhalline,Le Havre,MF,19,14,41.7,7.4259589717579875
1357,Fellipe Jack,Como,DF,9,4,60.0,7.4255510891969445
1358,Amir Richardson,Fiorentina,MF,30,13,42.9,7.425088785902279
1359,Samuel Essende,Augsburg,FW,7,6,75.0,7.424815235675877
1360,Baptiste Santamaria,Rennes,MF,11,4,54.5,7.424135840292856
1361,Fodé Ballo-Touré,Le Havre,"DF,MF",8,7,55.6,7.422837643971992
1362,Henri Koudossou,Augsburg,DF,18,10,57.9,7.422211703578369
1363,Welington,Southampton,DF,21,9,63.2,7.420967600381894
1364,Kristjan Asllani,Inter,MF,14,3,36.4,7.420607249466113
1365,Pau Navarro,Villarreal,DF,23,17,48.7,7.4177013682853365
1366,Emi Buendía,Leverkusen,MF,6,5,62.5,7.417381944513204
1367,Stanko Jurić,Valladolid,MF,48,24,39.6,7.412346962728178
1368,Florian Thauvin,Udinese,"FW,MF",20,14,40.0,7.411976090947727
1369,Kevin Danso,Tottenham,DF,7,5,54.5,7.408163610532955
1370,Jack Grealish,Manchester City,"FW,MF",9,5,40.0,7.405963941553162
1371,Wilson Odobert,Tottenham,"FW,MF",14,5,57.1,7.403157757566777
1372,Antony,Betis,FW,25,11,36.4,7.402632829657756
1373,Nicolas Haas,Empoli,MF,11,8,55.6,7.4014174427985004
1374,Niclas Füllkrug,West Ham,FW,4,3,75.0,7.398957092465134
1375,Jofre,Espanyol,"MF,FW",22,16,56.5,7.398951411244594
1376,Morato,Nott'ham Forest,DF,22,14,61.9,7.398056462866074
1377,Marcus Coco,Nantes,DF,27,21,51.6,7.397139546329385
1378,James Ward-Prowse,West Ham,MF,20,14,36.8,7.396729111809376
1379,Anuar,Valladolid,"MF,FW",38,27,53.6,7.396728518435542
1380,Toni Lato,Mallorca,DF,17,11,63.6,7.396025189516944
1381,Iker Bravo,Udinese,"FW,MF",10,6,55.6,7.395156972963496
1382,Álvaro Morata,Milan,"FW,MF",16,10,62.5,7.393625880176277
1383,Lorenzo Pellegrini,Roma,MF,24,16,42.1,7.392459714910842
1384,Diego López,Valencia,"MF,FW",31,18,34.0,7.392380396627341
1385,Javi Hernández,Leganés,DF,26,15,37.0,7.388700834908256
1386,Niklas Schmidt,Toulouse,MF,6,4,57.1,7.387575027953522
1387,Krépin Diatta,Monaco,"DF,FW",18,12,58.3,7.385382421942088
1388,Evann Guessand,Nice,"FW,MF",44,29,42.9,7.384167468587057
1389,Stefano Sabelli,Genoa,DF,58,31,38.5,7.380470998321085
1390,Jean Onana,Genoa,MF,12,6,55.6,7.379836336995215
1391,Harry Kane,Bayern Munich,FW,13,11,33.3,7.375437887368089
1392,Jean Mattéo Bahoya,Eint Frankfurt,"MF,FW",29,18,61.5,7.373540635800164
1393,Martín Payero,Udinese,MF,24,16,50.0,7.3724151363138795
1394,Massimo Luongo,Ipswich Town,MF,9,6,62.5,7.369989465113479
1395,Marco Sala,Como,DF,9,6,62.5,7.369815226136627
1396,Facundo Garcés,Alavés,DF,6,2,60.0,7.369444524761685
1397,Nicolò Fagioli,Fiorentina,MF,19,10,40.9,7.367624169409685
1398,Cyril Ngonge,Napoli,FW,8,5,57.1,7.367538163212017
1399,Diego Gómez,Brighton,MF,21,13,54.5,7.366961911898444
1400,Jon Guridi,Alavés,"MF,FW",40,22,40.9,7.365559386777457
1401,Djené,Getafe,"DF,MF",25,13,37.5,7.364998233430281
1402,Conor Coady,Leicester City,DF,13,9,50.0,7.36440815923016
1403,Alassane Pléa,Gladbach,"MF,FW",7,3,30.8,7.364345936185053
1404,Lassine Sinayoko,Auxerre,"FW,MF",33,20,47.8,7.3640057776856445
1405,Keito Nakamura,Reims,"FW,MF",24,16,35.5,7.3599102245798065
1406,Alfonso Espino,Rayo Vallecano,DF,41,24,55.3,7.353266467855393
1407,Arthur Vermeeren,RB Leipzig,MF,32,19,29.8,7.352124968063956
1408,Jorginho,Arsenal,MF,12,4,40.0,7.343601991240049
1409,José Gragera,Espanyol,MF,25,16,52.9,7.342948164791684
1410,Samuel Mbangula,Juventus,FW,15,10,53.8,7.342325589971047
1411,Enric Franquesa,Leganés,"DF,FW",17,9,69.2,7.341902766508587
1412,Adrian Beck,Heidenheim,"MF,FW",36,17,34.3,7.340562684678585
1413,Saba Goglichidze,Empoli,DF,64,37,49.0,7.334369134344575
1414,Ryan Fraser,Southampton,"FW,DF",6,2,66.7,7.327000855476751
1415,Iván Sánchez,Valladolid,"MF,FW",37,20,44.4,7.324920193721493
1416,Keita Baldé,Monza,FW,1,1,50.0,7.323302714060588
1417,Radu Drăgușin,Tottenham,DF,10,6,50.0,7.319687107133347
1418,Seko Fofana,Rennes,MF,11,7,28.6,7.3178042307917215
1419,Hamza Rafia,Lecce,MF,44,27,46.9,7.317361471863845
1420,Isaac Palazón Camacho,Rayo Vallecano,"MF,FW",22,17,23.5,7.317292815670148
1421,Danny Welbeck,Brighton,FW,26,16,40.0,7.3120054448514304
1422,Roméo Lavia,Chelsea,MF,22,13,47.6,7.311228270463942
1423,Silvan Widmer,Mainz 05,DF,11,5,66.7,7.311124299152782
1424,Philipp Hofmann,Bochum,FW,17,12,53.3,7.310808044904145
1425,Luke Thomas,Leicester City,DF,31,25,51.2,7.309789743967123
1426,Antoine Bernede,Hellas Verona,MF,15,8,62.5,7.307497115454005
1427,Akor Adams,Montpellier,FW,4,3,75.0,7.305909700560973
1428,Williot Swedberg,Celta Vigo,"FW,MF",23,16,65.0,7.302582924572973
1429,Mathias Jensen,Brentford,MF,14,10,50.0,7.30227616692917
1430,Oleksandr Zinchenko,Arsenal,"DF,MF",6,1,37.5,7.301998165386141
1431,Gabriel Charpentier,Parma,FW,4,3,75.0,7.299833407457526
1432,Neal Maupay,Marseille,FW,9,4,50.0,7.297279182613874
1433,Conor Townsend,Ipswich Town,DF,11,8,72.7,7.294621075413761
1434,Yeremi Pino,Villarreal,"MF,FW",60,32,49.2,7.293570382420631
1435,Woyo Coulibaly,Parma,DF,13,10,45.5,7.293260099670108
1436,Iñigo Lekue,Athletic Club,DF,15,12,52.9,7.291786700342754
1437,Teun Koopmeiners,Juventus,"MF,FW",32,16,33.3,7.29070880078468
1438,Trevoh Chalobah,Crystal Palace,DF,20,16,52.2,7.287317660236343
1439,Brennan Johnson,Tottenham,FW,39,26,47.1,7.286186742111118
1440,Mathis Amougou,Saint-Étienne,MF,21,15,52.6,7.275486549678148
1441,Marcos Senesi,Bournemouth,DF,39,21,45.2,7.2751901890471125
1442,Jean-Kevin Duverne,Nantes,DF,21,12,55.6,7.271190971273172
1443,Ryan Manning,Southampton,"DF,MF",28,17,53.8,7.269021585063534
1444,Viktor Tsyhankov,Girona,"FW,MF",19,12,47.4,7.2687752274300115
1445,Giuliano Simeone,Atlético Madrid,MF,27,13,50.0,7.2686345406796695
1446,Jonathan Ikone,Como,FW,15,9,54.5,7.266414644931813
1447,Malick Fofana,Lyon,FW,22,11,47.1,7.261455296906174
1448,Álex Berenguer,Athletic Club,"FW,MF",32,16,45.2,7.261155232491742
1449,Cristiano Biraghi,Torino,DF,16,10,61.1,7.260334600920453
1450,Gorka Rivera Alonso,Getafe,"DF,MF",2,0,100.0,7.259996711773617
1451,Jack Clarke,Ipswich Town,"FW,MF",32,20,50.0,7.2550799153589685
1452,Jeremie Boga,Nice,"MF,FW",10,5,50.0,7.253000530262625
1453,Michael Keane,Everton,DF,12,9,53.3,7.248977601043379
1454,Aimen Moueffek,Saint-Étienne,MF,20,12,43.5,7.248843377181872
1455,Salih Özcan,Dortmund,MF,11,7,53.8,7.24719309349312
1456,Alfred Duncan,Venezia,MF,17,8,35.7,7.246303197664689
1457,Lasse Rosenboom,Holstein Kiel,DF,47,35,68.1,7.241811329331608
1458,Roberto Navarro,Mallorca,"MF,FW",29,22,47.4,7.239606641881542
1459,Jack Taylor,Ipswich Town,MF,20,10,44.4,7.237377558912263
1460,João Pedro,Brighton,"FW,MF",16,12,36.4,7.236517758963543
1461,Can Uzun,Eint Frankfurt,"MF,FW",10,4,50.0,7.234571567225252
1462,Cheikh Tidiane Niasse,Hellas Verona,MF,18,15,52.6,7.232544667649965
1463,Pedro Neto,Chelsea,FW,23,9,42.9,7.231751650408156
1464,Amine Harit,Marseille,MF,8,7,50.0,7.23024051031917
1465,Patrizio Masini,Genoa,MF,54,29,47.5,7.227405614604249
1466,Conor Bradley,Liverpool,DF,14,10,50.0,7.226594096702091
1467,Francisco Perez,Valencia,"FW,MF",17,12,62.5,7.225609062467681
1468,Pasquale Mazzocchi,Napoli,"DF,FW",15,7,53.3,7.225485667619962
1469,Honest Ahanor,Genoa,"DF,MF",7,5,70.0,7.225441442307072
1470,Tajon Buchanan,Villarreal,MF,10,5,66.7,7.224774304973434
1471,Abdoulaye Doucouré,Everton,MF,48,28,32.6,7.2225034209604075
1472,Dani de Wit,Bochum,"MF,FW",29,17,58.1,7.222034118228065
1473,Sidiki Cherif,Angers,FW,5,5,75.0,7.218545273473231
1474,Bradley Barcola,Paris S-G,FW,27,17,25.8,7.215887957313117
1475,Musa Al-Taamari,Montpellier,"FW,MF",14,10,53.3,7.215546784551453
1476,Florian Grillitsch,Valladolid,MF,11,7,46.7,7.2154673117043115
1477,Jaden Philogene Bidace,Aston Villa,"FW,MF",11,5,66.7,7.213521087347171
1478,Paul Wanner,Heidenheim,"MF,FW",40,27,46.9,7.212736964607148
1479,Yaser Asprilla,Girona,"FW,MF",22,12,34.8,7.209265405854004
1480,Marcus Pedersen,Torino,DF,13,8,62.5,7.209241994736353
1481,Edoardo Bove,Fiorentina,"MF,FW",24,17,50.0,7.2075287876429455
1482,Evanilson,Bournemouth,FW,16,10,66.7,7.204713573039615
1483,Medon Berisha,Lecce,MF,12,8,50.0,7.199648845248427
1484,Waren Kamanzi,Toulouse,"DF,MF",29,13,50.0,7.198672467454746
1485,Adnan Januzaj,Las Palmas,"MF,FW",10,6,55.6,7.195109612825169
1486,Michael Svoboda,Venezia,DF,26,14,42.1,7.193298817895879
1487,Tim Iroegbunam,Everton,MF,29,14,60.9,7.188360009223202
1488,Erhan Mašović,Bochum,DF,14,10,46.4,7.188001704342745
